Sentence,Sentiment,Cleaned_Sentence,word_count,char_count,label_encoded
The agreement must be approved by the Russian competition authorities before it enters into force .,neutral,the agreement must be approved by the russian competition authorities before it enters into force,15,97,1
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,the finnish company previously said its operating result will be lower than the break even posted a year earlier,19,112,0
$TSLA recall model X https://t.co/b7izYa4BuE,negative,tsla recall model x,4,19,0
About Dopplr Dopplr is a service for smart travellers .,neutral,about dopplr dopplr is a service for smart travellers,9,53,1
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing,39,267,2
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,while concerns remain longer term size and scale may enable nokia to hold on to its newfound margin improvements in the near term the analyst wrote,26,147,2
$AAPL Nice RSI 33 bounce at 9:58,positive,aapl nice rsi bounce at,5,23,2
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,positive,isr isoray up and high on volume biotech,8,40,2
GKN to buy Fokker Technologies for 706 mln euros,positive,gkn to buy fokker technologies for mln euros,8,44,2
CompaniesMeggitt profits hit by weak energy and military markets,negative,companiesmeggitt profits hit by weak energy and military markets,9,64,0
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",neutral,the finnish business delegation includes representatives from over companies that include nokia corp finnfund outokumpu oyj oko bank alteams oy and cargotec corp,23,161,1
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,neutral,earnings per share eps amounted to a loss of eur,10,48,1
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,earnings per share eps rose to eur from eur,9,43,2
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,diluted earnings per share eps rose to eur from eur,10,51,2
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,this release is not an offer of securities for sale into the united states or elsewhere,16,87,1
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",neutral,city users can search for homes and properties in all areas where city is active even outside their own country,20,111,1
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,both mr walden and mr ignatius will be responsible also for the newspapers business result,15,90,1
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,because the application can be considered as a hacking application it is classified by f secure as riskware,18,107,1
The new SEPA cads will replace Finnish bank cards .,neutral,the new sepa cads will replace finnish bank cards,9,49,1
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral,risto raty tekla s executive vice president said that tekla structures and archicad will cover the entire design and documentation workflow throughout a construction project,25,173,1
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive,re use back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in petcore said previously,29,153,2
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,finnish automation solutions developer cencorp corporation omx helsinki cnc v issued on thursday september a profit warning for the third quarter of,22,148,0
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",positive,am aks dj ak steel revenue rises on auto sector demand acquisition,12,66,2
$SBUX heading for the 200DMA and certain doom if it can not hold there.,negative,sbux heading for the dma and certain doom if it can not hold there,14,66,0
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",neutral,to showcase our end to end capabilities at the mobile world congress we arranged an internal meego application development competition to entice developers to create new applications,27,182,1
$TZOO a close above 28.64 and we are ready to rock and roll,positive,tzoo a close above and we are ready to rock and roll,12,52,2
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive,strand associates is expanding its madison corporate headquarters with space to add about employees to the engineering firm,18,123,2
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,tectia corporation hel tec v a provider of real time security solutions today announced that it has appointed lan lan a provider of it services in the uk to distribute its data security and manage file transfer software,38,219,2
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,gdx gdxj jnug strong move today for the junior gold miners keep an eye out for a gap fill,19,89,2
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,industry in asia pakistan malaysia taiwan and philippines today global research data services is going to publish several market analyses about the cement markets in asia,26,170,1
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,the port operator however favors retaining the port fees in citing the owner the governemtn of estonia commiting the port to pay eek mn eur mn usd mn in dividends to the state in and another eek mn in,39,200,1
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,another noticeable thing is that the search for tata and airtel brands was mostly related to broadband connections,18,114,1
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,the negotiations concern personnel of cencorp corporation and singulase oy as whole in finland and in sweden the company said,20,125,1
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral,inge larsen cfo shares representing of the share capital,9,56,1
The business development initiatives in North America are headed by Lynn Shanahan .,neutral,the business development initiatives in north america are headed by lynn shanahan,12,81,1
Britain's FTSE forges ahead as Shire surges,positive,britain s ftse forges ahead as shire surges,8,43,2
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system,22,139,1
`` Leipurin is a growing and rapidly internationalizing Group .,positive,leipurin is a growing and rapidly internationalizing group,8,58,2
The project also implies an underground parking lot for 56 vehicles .,neutral,the project also implies an underground parking lot for vehicles,10,64,1
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral,the solution is demonstrated on a tablet developed by aava mobile as a multi window system which enables the use of several applications simultaneously for example the viewing of messages and calendar side by side,35,213,1
"Of this , EUR 38.8 mn was net interest income .",neutral,of this eur mn was net interest income,8,38,1
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral,through the new production lines at the novator mill in veliky ustjug vologda oblast sveza will change its current m by m birch plywood production targeting the domestic market to produce m by m overlaid birch plywood for the global market,41,239,1
"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",neutral,korean consumers are tech savvy and leading the pack in terms of design gill hyun chang president of motorola korea inc told dow jones newswires in an interview,28,160,1
$EFUT hod  posted buy pm at $4.40,positive,efut hod posted buy pm at,6,25,2
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,there has been some recovery of the base metals prices and increased demand for metals in china however,18,103,2
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,looks like a big feb put spread on cree last quarter yoy rev growth trading x earnings i may try a short,22,104,0
"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",neutral,according to pietinalho doctors should motivate their patients who smoke every time they visit their doctors,16,108,1
"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",neutral,the third quarter result also includes a euro provision for down sizing of lure manufacturing in ireland,17,104,1
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",neutral,finnish investor scanfil oyj hel scf v said last friday it has bought million shares or in norwegian contract electronics manufacturer kitron asa osl kit for nok million usd m eur m,32,181,1
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral,op pohjola group s capital adequacy ratio under the act on credit institutions stood at and tier ratio at,19,105,1
$EDU bouncing nicely after add-on (posted),positive,edu bouncing nicely after add on posted,7,39,2
Almost the entire office building will be occupied by Metso .,neutral,almost the entire office building will be occupied by metso,10,59,1
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,the interchange of editors in chief is a part of publisher s goal to enhance job circulation in all personnel groups,21,116,1
$COST Costco less than stellar day but it held the 50 day moving average,negative,cost costco less than stellar day but it held the day moving average,13,68,0
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral,dutch publisher de vijver said today it has agreed to buy a stake in belgian weekly magazine humo from finnish media company sanoma hel saa v,26,141,1
The deal was worth about EUR 1.2 mn .,neutral,the deal was worth about eur mn,7,31,1
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,as defences mature attackers develop trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing screen shots video captures keylogging and injection of form fields,37,251,1
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,meanwhile nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout,31,184,2
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,ahlstrom s employees serve customers via sales offices and production facilities in more than countries on six continents,18,121,1
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral,professional and consumer applications include personal navigation personal safety field and workflow management and asset tracking,16,131,1
Both companies will keep their commercial independence and continue to market their traditional products individually .,neutral,both companies will keep their commercial independence and continue to market their traditional products individually,15,117,1
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral,scanfil expects net sales in to remain at the level,10,51,1
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral,the inaugural speech will be given by hannu kyrolainen finland s ambassador to the czech republic,16,97,1
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral,it now owns shares in amer sports corporation equaling of the company s share capital and voting rights,18,103,1
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive,rolls royce wins billion order from emirates airline,8,52,2
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,positive,aapl right back in buy the dips brought to you by cnbc lol,13,58,2
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,neutral,glencore sees tripoli based noc as sole legal seller of libyan oil,12,66,1
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,rapala vmc corporation rapala a leading fishing tackle and sporting goods manufacturer and distributor is the main owner of peltonen with its shareholding,23,154,1
Aspo 's net sales in 2006 totaled EUR 225.9 million .,neutral,aspo s net sales in totaled eur million,8,39,1
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral,the full function pc weighs kilograms and measures slightly more than two centimeters thin,14,90,1
Other details were not provided .,neutral,other details were not provided,5,31,1
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,finnish airline finnair has won a deal with the uk public sector to be the official airline for flights from london heathrow to osaka in japan as well as flights between manchester in the uk and helsinki in finland,39,214,2
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",positive,finnish ahlstrom corporation will double its investments in a new specialty glassfiber reinforcement plant in south carolina in the us,20,134,2
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,originally posted to the pcmag com security blog security watch,10,63,1
"The effect may remain short-lived , however .",neutral,the effect may remain short lived however,7,41,1
$AMD big dumping... would not touch it for a while,negative,amd big dumping would not touch it for a while,10,46,0
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,teleste was set up in and is divided into broadband cable networks and video networks business areas,17,100,1
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive,stora enso owns percent of bergvik and earns therefore sek bn on the value appreciation,15,87,2
"The contract covers installation , training and start-up services .",neutral,the contract covers installation training and start up services,9,63,1
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,neutral,operating cash flow after investments totalled eur mn compared to eur mn in the corresponding period in,17,103,1
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral,aspo s group structure and business operations are continually developed without any predefined schedules,14,105,1
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,as an alternative to the share exchange panostaja offers a full cash consideration at the value of euro per share,20,113,1
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,operating profit rose to eur mn from eur mn in the fourth quarter of,14,68,2
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral,in finland hamina cargo terminal of finnish nurminen logistics has purchased a warehouse with ground lease rights in the port of hamina,22,135,1
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,finnish department store chain stockmann oyj abp net profit rose to mln euro mln for the first nine months of from mln euro mln for the same period of,29,150,2
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",neutral,as earlier reported nokian tyres is building a plant in the town of vsevolozhsk in russia s leningrad region with an annual production capacity of million tires,27,160,1
`` Residentialconstruction in particular has picked up in several markets .,positive,residentialconstruction in particular has picked up in several markets,9,70,2
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",positive,after the share purchase is completed financing will also be provided to expand latvia s broadband infrastructure and to develop new areas of business including acquisitions of other companies,29,192,2
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive,surprising to see jwn and sks sales numbers still holding up so well i guess the high end might not be a concern after all,25,122,2
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",neutral,we look forward to take part in the future development of the company says tomas billing president of nordstjernan,19,114,1
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",neutral,the company s set of services include digital printing printing preparation offset printing after treatment services and send out services,20,138,1
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral,the estimated turnover of the new company is lvl million eek million,12,68,1
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",positive,finnish electronics manufacturing services company elcoteq signing a cooperation agreement with a japanese mobile phone manufacturer bypasses elcoteq tallinn says jan kotka ceo of elcoteq tallinn,26,195,2
The company aims to maintain this trend in profitability during the current year .,positive,the company aims to maintain this trend in profitability during the current year,13,80,2
The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,neutral,the acquisition of avc systemhaus and the majority stake in cableway will increase the number of teleste personnel by,19,117,1
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral,kemira shares closed at x ac us,7,31,1
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,operating profit rose to eur mn from eur mn in the corresponding period in,14,74,2
Cash flow from operating activities is estimated to be positive .,positive,cash flow from operating activities is estimated to be positive,10,63,2
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive,aapl key is to breakout above on solid volume or else it s a no trade for now,18,77,2
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",neutral,finnish electronics contract maker incap oyj said on january it sold its manufacturing facilities in helsinki to local real estate company sponda oyj for mln euro mln,27,166,1
The situation of coated magazine printing paper will continue to be weak .,neutral,the situation of coated magazine printing paper will continue to be weak,12,72,1
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,honkarakenne also decided yesterday to sell of its b series shares to key staff members for eur per share,19,105,1
"Currently Glaston employs approximately 1,500 persons .",neutral,currently glaston employs approximately persons,5,47,1
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,the filter tips cover the volume range from l including new sizes for and l volume capacities,17,93,1
Ocwen Reaches Settlement With California Regulator,positive,ocwen reaches settlement with california regulator,6,50,2
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,positive,ppg descending triangle but i am liking it for an upside break,12,62,2
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,after the restructuring upm s average paper machine capacity in europe will be tons short tons in coated magazine paper and tons short tons in coated fine paper,28,160,1
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative,ftse falls as china devaluation hits burberry mining stocks,9,59,0
Rimi supermarket is the key customer in Magistral center .,neutral,rimi supermarket is the key customer in magistral center,9,56,1
"When cruising , the revs fall as less engine output is required .",neutral,when cruising the revs fall as less engine output is required,11,61,1
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive,fda panel backs safety updates for astrazeneca takeda drugs,9,59,2
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",neutral,founded in bioview automates laboratory tests especially diagnostic tests for cancer,11,84,1
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,neutral,aapl now i m glad i got stopped out of my weeklies when i did will re enter next monday for the earnings run up,25,111,1
"$NFLX small pos, short 180 wkly puts.",negative,nflx small pos short wkly puts,6,30,0
Registration is required .,neutral,registration is required,3,24,1
No financial details were available .,neutral,no financial details were available,5,35,1
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,almost two thirds of olvi s net sales come from outside finland,12,63,1
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",neutral,from on the emphasis of kyro s strategy has been on glaston s growth,14,68,1
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,rivals say qualcomm has fewer patents on g phones than on earlier versions and should lower its rates,18,101,0
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,market share decreased on the route between helsinki in finland and tallinn in estonia by percentage points to,18,110,0
The event can also be viewed as a live webcast at www.cargotec.com .,neutral,the event can also be viewed as a live webcast at,11,49,1
Sales of clothing developed best .,positive,sales of clothing developed best,5,32,2
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative,glaxosmithkline share price slips as fda okays asthma therapy only for adults,12,77,0
No financial or pricing details were disclosed .,neutral,no financial or pricing details were disclosed,7,46,1
Basware finances the acquisition with a bank loan .,neutral,basware finances the acquisition with a bank loan,8,49,1
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive,should you buy associated british foods plc great portland estates plc and dunelm group plc following today s news,19,114,2
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",positive,aapl a new long if is broken targets are bears must retake qqq nq f ndx,16,71,2
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral,tekla s defense business employs over persons and is located in espoo finland,13,77,1
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,glaston s net profit for the third quarter of dropped to mln euro mln from mln euro mln for the corresponding period of,23,119,0
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,additionally information on business segments competitors and future outlook are provided,11,89,1
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive,cramo group s financial targets for are sales growth higher than percent per year return on equity above percent,19,112,2
$BAC in for swing trade  looks like want go up,positive,bac in for swing trade looks like want go up,10,44,2
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative,spy less than down and people are calling it bearish some heading for exits already maybe down will be the crash disturbing,22,123,0
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,neutral,no blind spots coming from vantage point allows investigators to see the whole story in high resolution with no unbroken video,21,126,1
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive,it therefore seems that finnish shipping company viking line will get the subsidy it needs to order its new lng fuelled vessel,22,126,2
The cooperation will double The Switch 's converter capacity .,positive,the cooperation will double the switch s converter capacity,9,59,2
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive,finnish p yry has been awarded an engineering contract by cfr the national railway company of romania,17,101,2
Look at that $AMZN > 600,positive,look at that amzn,4,17,2
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral,in the sinter plant limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron making,35,187,1
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",positive,adpnews jun finnish stainless steel maker outokumpu oyj hel out v said yesterday it signed a three year eur million usd bn revolving credit facility,25,148,2
The company does not disclose the sum it applied for .,neutral,the company does not disclose the sum it applied for,10,52,1
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral,the total scholarship amount was euros and the recipients were chosen on the recommendation of fine arts universities and sports associations,21,141,1
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative,pretax profit totaled eur mn down from eur mn in,10,48,0
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral,the difference can be explained by the fact that two shipping companies have stopped operating in the gulf of finland,20,117,1
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,commission income decreased to eur mn compared to eur mn in the third quarter of,15,80,0
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,positive,volc this stock has a very very very very very high probability of rallying tomorrow and or early next week,20,107,2
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral,the market value of one crane is some usd m reported the finnish news agency stt,16,80,1
"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",neutral,the corresponding increase in the share capital due to these subscriptions with the warrants in total eur was registered with the finnish trade register on january,26,163,1
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive,kalnapilio tauro grupe kalnapilis tauras group which is owned by denmark s royal unibrew raised its market share to percent from percent as beer sales for the seven months jumped by percent to million liters,35,207,2
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,positive,activision blizzard media networks announces record esports viewership atvi partnered with hdsi for tournament,14,110,2
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,these products include personal communications products such as mobile phones and their parts home communications products such as set top boxes and electronics for flat panel tvs as well as communications networks products such as base stations tower top amplifiers and microwave systems,43,288,1
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,finnish dental care group oral hammaslaakarit oyj posted a total net profit of euro mln in the first nine months of versus a net loss of euro in the same period of,32,163,2
"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",neutral,stora enso a global paper packaging and wood products company and neste oil a finnish company engaged in the refining and marketing of oil have inaugurated the demonstration plant at varkaus finland for biomass to liquids production utilizing forestry residues,40,260,1
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",neutral,finnish suominen flexible packaging is cutting jobs in its unit in tampere and two in nastola in finland,18,104,1
This is the company 's first contract abroad .,neutral,this is the company s first contract abroad,8,43,1
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral,why put up costly cell phone towers in thinly populated areas when a few balloons would do,17,90,1
The company admits that 36 months is a relatively short time when operating in Russia .,neutral,the company admits that months is a relatively short time when operating in russia,14,82,1
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,positive,lee lee ready to exit bankruptcy strong volume today,9,52,2
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,finnish lifting equipment maker konecranes oyj said on july that its net profit rose to mln euro mln for the first half of from mln euro mln for the same period of,32,163,2
The new activity will incur an investment of about 5 MEUR .,neutral,the new activity will incur an investment of about meur,10,55,1
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral,tip of the week panfish like bluegills are great fun to catch especially for children new to fishing,18,100,1
Added long at friday close  $SPY $LABU $BLUE $AMZN,positive,added long at friday close spy labu blue amzn,9,45,2
The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral,the company continued the development of a fully human antibody in its vap antibody program,15,91,1
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,positive,brief legal general s retirement business books billion stg h sales,11,67,2
Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,neutral,okmetic s silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life,23,141,1
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive,helsinki afx nokian tyres reported a fourth quarter pretax profit of mln eur up from mln on the back of strong sales,22,116,2
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",neutral,in addition the production at the varpaisj rvi factory will be stopped at the beginning of april,17,96,1
GSK joins China trade push as UK trumpets healthcare deals,positive,gsk joins china trade push as uk trumpets healthcare deals,10,58,2
